Timestamp,Location ID,Latitude,Longitude,Vehicle Count,Avg Speed (km/h),Weather,Road Condition,Incident
2025-04-11 08:22:00,LOC_016,38.299165,-117.561011,27,46.6,Fog,Wet,None
2025-04-11 08:23:00,LOC_019,35.796839,-120.832923,23,66.7,Rainy,Wet,None
2025-04-11 08:24:00,LOC_035,37.986942,-121.067522,39,68.5,Clear,Dry,None
2025-04-11 08:25:00,LOC_025,34.104756,-119.355238,23,61.3,Rainy,Icy,None
2025-04-11 08:26:00,LOC_027,34.682797,-117.02188,30,50.1,Snow,Wet,None
2025-04-11 08:27:00,LOC_027,35.679245,-117.71362,25,49.8,Clear,Dry,Accident
2025-04-11 08:28:00,LOC_025,34.292397,-120.695531,31,47.5,Cloudy,Icy,None
2025-04-11 08:29:00,LOC_049,38.195122,-120.914661,28,65,Cloudy,Wet,None
2025-04-11 08:30:00,LOC_023,35.241922,-122.726503,28,38.9,Fog,Wet,Accident
2025-04-11 08:31:00,LOC_027,34.203091,-122.906932,34,67.5,Cloudy,Icy,None
2025-04-11 08:32:00,LOC_039,34.216768,-122.446195,25,44.8,Rainy,Wet,None
2025-04-11 08:33:00,LOC_028,39.221969,-122.332721,22,54.9,Snow,Dry,None
2025-04-11 08:34:00,LOC_043,39.778135,-118.010125,36,39.2,Snow,Icy,None
2025-04-11 08:35:00,LOC_030,36.345182,-117.725649,25,56.2,Rainy,Icy,None
2025-04-11 08:36:00,LOC_026,35.451483,-119.918709,29,44.8,Cloudy,Icy,None
2025-04-11 08:37:00,LOC_006,36.075387,-121.342153,31,60.5,Snow,Dry,Accident
2025-04-11 08:38:00,LOC_012,38.993191,-121.134118,31,52.1,Clear,Wet,None
2025-04-11 08:39:00,LOC_014,40.108846,-123.019208,37,49,Snow,Wet,None
2025-04-11 08:40:00,LOC_025,41.156418,-118.401013,29,53.1,Fog,Wet,None
2025-04-11 08:41:00,LOC_006,39.067826,-122.194786,23,32.9,Snow,Dry,None
2025-04-11 08:42:00,LOC_004,41.875217,-120.320169,24,52,Fog,Dry,None
2025-04-11 08:43:00,LOC_050,36.192442,-120.120754,32,40.2,Clear,Dry,Breakdown
2025-04-11 08:44:00,LOC_013,35.65137,-123.923029,37,66.7,Clear,Icy,None
2025-04-11 08:45:00,LOC_009,35.40297,-117.599116,29,60.1,Snow,Icy,None
2025-04-11 08:46:00,LOC_014,38.151342,-123.671238,24,51.9,Snow,Icy,None
2025-04-11 08:47:00,LOC_024,35.962793,-121.274931,26,42.4,Rainy,Icy,None
2025-04-11 08:48:00,LOC_048,39.752367,-121.920148,31,54.9,Clear,Dry,Congestion
2025-04-11 08:49:00,LOC_007,39.860577,-122.495417,31,51.8,Cloudy,Dry,Breakdown
2025-04-11 08:50:00,LOC_037,37.97093,-119.8221,27,49.7,Snow,Wet,Breakdown
2025-04-11 08:51:00,LOC_013,39.507219,-120.956209,26,67.7,Clear,Icy,None
2025-04-11 08:52:00,LOC_041,40.395327,-119.137125,26,42.7,Rainy,Dry,None
2025-04-11 08:53:00,LOC_020,41.338509,-123.04227,42,47.5,Cloudy,Dry,None
2025-04-11 08:54:00,LOC_037,35.481063,-120.206693,37,55.6,Clear,Wet,None
2025-04-11 08:55:00,LOC_043,39.538213,-118.05563,26,60.8,Fog,Dry,None
2025-04-11 08:56:00,LOC_022,35.769676,-117.086324,41,54.3,Clear,Wet,Accident
2025-04-11 08:57:00,LOC_007,35.444603,-120.024383,39,52.1,Snow,Wet,None
2025-04-11 08:58:00,LOC_030,39.579362,-121.918557,41,50.3,Rainy,Wet,None
2025-04-11 08:59:00,LOC_034,36.552804,-118.197592,25,50.3,Fog,Icy,Accident
2025-04-11 09:00:00,LOC_035,34.615626,-119.125979,27,48.1,Snow,Wet,None
2025-04-11 09:01:00,LOC_047,38.31593,-118.464938,27,45.6,Cloudy,Wet,None
2025-04-11 09:02:00,LOC_016,41.087822,-119.688958,25,50.8,Clear,Wet,Accident
2025-04-11 09:03:00,LOC_016,41.512542,-118.408517,35,60.7,Snow,Icy,None
2025-04-11 09:04:00,LOC_025,37.839005,-119.607462,35,65.8,Fog,Dry,None
2025-04-11 09:05:00,LOC_021,35.910217,-123.226681,28,44.8,Rainy,Wet,None
2025-04-11 09:06:00,LOC_017,36.370465,-122.364746,16,49.7,Fog,Wet,Accident
2025-04-11 09:07:00,LOC_045,37.074613,-119.242469,35,52.3,Fog,Icy,None
2025-04-11 09:08:00,LOC_013,37.340646,-117.846172,41,38.8,Clear,Dry,None
2025-04-11 09:09:00,LOC_032,41.929349,-122.378298,41,53.8,Cloudy,Dry,None
2025-04-11 09:10:00,LOC_042,38.861894,-120.41118,25,43.8,Snow,Wet,None
2025-04-11 09:11:00,LOC_006,40.236676,-121.549123,28,44.4,Fog,Dry,None
2025-04-11 09:12:00,LOC_016,39.568165,-122.922729,36,52,Fog,Icy,None
2025-04-11 09:13:00,LOC_031,38.743519,-119.939397,26,34.8,Cloudy,Icy,None
2025-04-11 09:14:00,LOC_048,41.109985,-117.31044,33,48.2,Cloudy,Wet,None
2025-04-11 09:15:00,LOC_030,36.981508,-122.181724,34,42,Fog,Wet,None
2025-04-11 09:16:00,LOC_008,34.64837,-122.458718,33,49.8,Rainy,Wet,None
2025-04-11 09:17:00,LOC_035,37.844693,-119.853146,36,61.9,Rainy,Dry,None
2025-04-11 09:18:00,LOC_031,39.424129,-120.039876,26,55.9,Fog,Icy,None
2025-04-11 09:19:00,LOC_049,40.804654,-117.928941,33,61.1,Cloudy,Icy,None
2025-04-11 09:20:00,LOC_007,39.579772,-119.239015,32,48.3,Rainy,Wet,None
2025-04-11 09:21:00,LOC_012,36.680951,-118.795442,24,51.5,Fog,Dry,None
2025-04-11 09:22:00,LOC_009,40.657073,-120.447726,32,56.5,Fog,Dry,Congestion
2025-04-11 09:23:00,LOC_036,40.238763,-123.251136,34,71.6,Fog,Icy,Breakdown
2025-04-11 09:24:00,LOC_041,41.703936,-121.606895,22,45.5,Snow,Dry,Accident
2025-04-11 09:25:00,LOC_037,36.407709,-119.042795,20,51.9,Fog,Wet,None
2025-04-11 09:26:00,LOC_022,36.767064,-119.653591,34,65.7,Rainy,Dry,None
2025-04-11 09:27:00,LOC_031,39.466363,-120.878681,29,49.3,Clear,Dry,None
2025-04-11 09:28:00,LOC_005,35.308991,-118.436333,33,52.4,Cloudy,Icy,None
2025-04-11 09:29:00,LOC_010,39.23609,-122.087183,42,44.4,Rainy,Icy,Breakdown
2025-04-11 09:30:00,LOC_006,37.458678,-117.394689,29,34.7,Rainy,Dry,None
2025-04-11 09:31:00,LOC_027,41.871821,-121.134662,38,43.1,Cloudy,Icy,None
2025-04-11 09:32:00,LOC_015,35.704838,-123.782061,32,49.2,Cloudy,Wet,None
2025-04-11 09:33:00,LOC_029,41.745547,-122.701321,37,61.2,Fog,Icy,Congestion
2025-04-11 09:34:00,LOC_020,40.167375,-118.086517,34,52,Cloudy,Icy,None
2025-04-11 09:35:00,LOC_048,40.372298,-120.629344,22,57.1,Clear,Dry,None
2025-04-11 09:36:00,LOC_017,39.484522,-120.987859,25,51.3,Clear,Dry,None
2025-04-11 09:37:00,LOC_036,36.151947,-118.417086,27,43.2,Clear,Dry,None
2025-04-11 09:38:00,LOC_029,34.092964,-123.492872,28,34.2,Cloudy,Wet,None
2025-04-11 09:39:00,LOC_015,39.559855,-117.979143,35,57.6,Fog,Icy,None
2025-04-11 09:40:00,LOC_030,37.844056,-123.265489,23,65,Clear,Icy,None
2025-04-11 09:41:00,LOC_017,38.477189,-123.931604,27,58.8,Cloudy,Icy,Accident
2025-04-11 09:42:00,LOC_013,34.702932,-121.545611,14,40,Snow,Dry,None
2025-04-11 09:43:00,LOC_042,38.540327,-119.173745,35,47.2,Rainy,Wet,Accident
2025-04-11 09:44:00,LOC_005,35.339861,-123.268025,32,50.6,Clear,Dry,None
2025-04-11 09:45:00,LOC_039,39.672484,-117.903216,34,43.5,Cloudy,Wet,None
2025-04-11 09:46:00,LOC_030,36.715602,-118.296224,31,70.8,Fog,Icy,None
2025-04-11 09:47:00,LOC_018,38.211221,-118.878873,21,43.1,Cloudy,Icy,None
2025-04-11 09:48:00,LOC_006,35.976826,-122.883187,37,55.2,Cloudy,Dry,Accident
2025-04-11 09:49:00,LOC_048,39.269662,-120.51263,31,44.3,Fog,Icy,None
2025-04-11 09:50:00,LOC_006,35.827638,-117.025663,25,47.4,Rainy,Icy,Accident
2025-04-11 09:51:00,LOC_037,40.94618,-118.909817,34,33.3,Cloudy,Dry,Congestion
2025-04-11 09:52:00,LOC_044,36.76748,-121.402729,37,66.8,Fog,Icy,None
2025-04-11 09:53:00,LOC_049,37.893352,-117.886037,38,45.4,Rainy,Wet,None
2025-04-11 09:54:00,LOC_029,36.214622,-119.853548,39,64.8,Fog,Dry,Congestion
2025-04-11 09:55:00,LOC_028,39.864904,-123.079026,24,63.8,Snow,Dry,None
2025-04-11 09:56:00,LOC_027,41.771161,-122.733161,37,55.4,Fog,Wet,None
2025-04-11 09:57:00,LOC_011,37.562442,-120.396279,28,46.3,Fog,Wet,None
2025-04-11 09:58:00,LOC_019,35.308191,-121.262429,46,37.1,Snow,Icy,None
2025-04-11 09:59:00,LOC_006,40.187785,-123.083884,25,61.6,Fog,Wet,None
2025-04-11 10:00:00,LOC_050,35.358063,-120.361582,27,34.4,Snow,Icy,Accident
2025-04-11 10:01:00,LOC_001,38.93716,-119.052559,24,45.7,Cloudy,Wet,None
2025-04-11 10:02:00,LOC_013,34.293371,-118.845186,33,53.8,Cloudy,Wet,None
2025-04-11 10:03:00,LOC_032,38.682835,-117.922101,25,54.3,Snow,Dry,None
2025-04-11 10:04:00,LOC_036,36.157997,-123.600392,30,57.3,Rainy,Wet,None
2025-04-11 10:05:00,LOC_045,36.529249,-120.449356,16,49.2,Snow,Dry,None
2025-04-11 10:06:00,LOC_041,41.893041,-117.244169,32,60,Cloudy,Dry,None
2025-04-11 10:07:00,LOC_020,37.910773,-119.33195,23,21,Cloudy,Dry,None
2025-04-11 10:08:00,LOC_006,36.46344,-119.067235,25,43.8,Rainy,Dry,None
2025-04-11 10:09:00,LOC_008,40.945138,-122.759951,33,69.1,Rainy,Wet,Breakdown
2025-04-11 10:10:00,LOC_019,41.556914,-119.217264,30,52,Cloudy,Icy,None
2025-04-11 10:11:00,LOC_031,34.243096,-117.483359,33,60.5,Snow,Dry,None
2025-04-11 10:12:00,LOC_010,35.725401,-119.387802,28,53,Snow,Dry,Breakdown
2025-04-11 10:13:00,LOC_033,41.99531,-123.662516,37,42.5,Rainy,Dry,None
2025-04-11 10:14:00,LOC_027,38.53613,-118.830856,37,61.9,Fog,Icy,None
2025-04-11 10:15:00,LOC_001,40.462768,-118.664004,35,37.7,Fog,Icy,None
2025-04-11 10:16:00,LOC_038,40.542674,-123.158537,31,39,Cloudy,Icy,None
2025-04-11 10:17:00,LOC_010,37.169382,-119.13173,28,35.6,Snow,Icy,None
2025-04-11 10:18:00,LOC_022,35.900353,-121.387237,25,66.4,Cloudy,Icy,None
2025-04-11 10:19:00,LOC_021,38.955923,-120.755542,28,60.1,Rainy,Icy,None
2025-04-11 10:20:00,LOC_025,38.152654,-120.645727,28,60.2,Rainy,Wet,None
2025-04-11 10:21:00,LOC_048,38.863241,-118.645817,36,74.4,Snow,Icy,Breakdown
2025-04-11 10:22:00,LOC_025,41.64419,-123.872372,24,57.6,Snow,Icy,None
2025-04-11 10:23:00,LOC_042,35.947858,-117.510758,27,52.8,Rainy,Wet,Congestion
2025-04-11 10:24:00,LOC_009,37.886974,-122.202564,26,51.8,Cloudy,Icy,None
2025-04-11 10:25:00,LOC_007,36.490462,-119.727664,34,63.9,Snow,Dry,None
2025-04-11 10:26:00,LOC_030,37.308393,-123.146797,24,51.1,Clear,Icy,None
2025-04-11 10:27:00,LOC_042,39.67237,-123.251862,31,36.7,Rainy,Dry,None
2025-04-11 10:28:00,LOC_017,41.703415,-120.61518,35,51.3,Fog,Icy,None
2025-04-11 10:29:00,LOC_042,41.611227,-119.788717,25,45.7,Clear,Wet,Accident
2025-04-11 10:30:00,LOC_035,38.887848,-121.122801,28,42.8,Snow,Wet,None
2025-04-11 10:31:00,LOC_049,40.580915,-121.033832,33,58.9,Snow,Icy,None
2025-04-11 10:32:00,LOC_005,38.990875,-120.837626,31,56.3,Rainy,Icy,None
2025-04-11 10:33:00,LOC_019,35.733918,-123.329998,32,54.1,Rainy,Icy,None
2025-04-11 10:34:00,LOC_007,35.855577,-121.263658,31,42,Clear,Wet,None
2025-04-11 10:35:00,LOC_020,37.425597,-118.976816,23,66.4,Clear,Dry,None
2025-04-11 10:36:00,LOC_004,39.794711,-119.951292,26,44.2,Fog,Wet,None
2025-04-11 10:37:00,LOC_010,35.813251,-121.515026,20,39.9,Rainy,Icy,None
2025-04-11 10:38:00,LOC_044,34.540901,-118.397504,25,53.3,Rainy,Dry,None
2025-04-11 10:39:00,LOC_040,38.263662,-121.729664,27,58.3,Snow,Icy,None
2025-04-11 10:40:00,LOC_032,41.953115,-119.367126,31,42.9,Cloudy,Dry,None
2025-04-11 10:41:00,LOC_041,38.498375,-117.296623,24,49.4,Fog,Wet,None
2025-04-11 10:42:00,LOC_001,35.60747,-120.249206,21,42.6,Snow,Wet,None
2025-04-11 10:43:00,LOC_011,39.319294,-118.43185,40,62.4,Clear,Wet,Breakdown
2025-04-11 10:44:00,LOC_038,37.194527,-122.933088,31,73.2,Fog,Icy,Congestion
2025-04-11 10:45:00,LOC_045,34.712995,-118.713107,23,53.9,Fog,Wet,Accident
2025-04-11 10:46:00,LOC_013,40.256225,-119.038787,26,31.6,Snow,Wet,None
2025-04-11 10:47:00,LOC_025,37.175852,-120.869582,32,55.1,Cloudy,Wet,None
2025-04-11 10:48:00,LOC_045,41.355136,-120.521256,28,52.7,Fog,Dry,Congestion
2025-04-11 10:49:00,LOC_043,40.320243,-121.867246,21,53.2,Snow,Wet,None
2025-04-11 10:50:00,LOC_044,35.388196,-119.135342,32,49.7,Clear,Icy,None
2025-04-11 10:51:00,LOC_019,38.850024,-118.646331,24,58.2,Rainy,Icy,Accident
2025-04-11 10:52:00,LOC_015,37.189304,-122.975382,28,50.6,Rainy,Icy,None
2025-04-11 10:53:00,LOC_049,41.726577,-120.972515,27,55.3,Rainy,Icy,None
2025-04-11 10:54:00,LOC_041,37.516094,-123.260347,32,65.3,Clear,Wet,None
